gid,lon,lat,인구,LISA_I,LISA유형,Gi_z
라라161619,127.67688,34.952277,11,0.0444,LL,-0.529
라라161620,127.676882,34.953178,17,0.0346,LL,-0.529
라라161621,127.676884,34.95408,0,0.0489,LL,-0.362
라라161643,127.676927,34.973918,0,0.0828,LL,-0.566
라라161644,127.676929,34.97482,0,0.0843,LL,-0.64
라라161645,127.676931,34.975722,0,0.0828,LL,-0.566
라라161648,127.676937,34.978427,9,0.06,LL,-0.519
라라161649,127.676939,34.979329,9,0.0596,LL,-0.642
라라161650,127.67694,34.980231,7,0.0662,LL,-0.605
라라161651,127.676942,34.981132,0,0.0843,LL,-0.64
라라161652,127.676944,34.982034,0,0.0889,LL,-0.422
라라161670,127.676979,34.998265,15,0.0381,LL,-0.423
라라161671,127.676981,34.999167,7,0.0539,LL,-0.512
라라161683,127.677005,35.009988,10,0.0552,LL,-0.497
라라161684,127.677006,35.01089,0,0.074,LL,-0.578
라라161772,127.677178,35.090242,0,0.0,이웃없음,-0.298
라라161809,127.67725,35.123606,0,0.0,이웃없음,-0.298
라라162586,127.677911,34.922517,0,0.0889,LL,-0.422
라라162595,127.677929,34.930633,14,0.0459,LL,-0.402
라라162596,127.677931,34.931535,0,0.0592,LL,-0.402
라라162604,127.677946,34.938749,0,0.0889,LL,-0.516
라라162610,127.677958,34.944159,0,0.0,이웃없음,-0.298
라라162616,127.67797,34.94957,0,0.0889,LL,-0.596
라라162617,127.677972,34.950471,0,0.0889,LL,-0.596
라라162619,127.677976,34.952275,9,0.0457,LL,-0.47
라라162620,127.677978,34.953177,14,0.0386,LL,-0.47
라라162640,127.678017,34.971212,0,0.0,이웃없음,-0.298
라라162643,127.678022,34.973917,0,0.0843,LL,-0.64
라라162644,127.678024,34.974819,7,0.0708,LL,-0.706
라라162646,127.678028,34.976622,0,0.0889,LL,-0.516
라라162647,127.67803,34.977524,0,0.0831,LL,-0.632
라라162648,127.678032,34.978426,0,0.0773,LL,-0.597
라라162650,127.678036,34.980229,0,0.0785,LL,-0.605
라라162670,127.678075,34.998264,9,0.049,LL,-0.497
라라162683,127.678101,35.009986,0,0.0691,LL,-0.497
라라162684,127.678102,35.010888,13,0.0514,LL,-0.578
라라162685,127.678104,35.01179,0,0.0721,LL,-0.452
라라162756,127.678243,35.075813,0,0.0889,LL,-0.422
라라162758,127.678247,35.077616,0,0.0451,LL,-0.376
라라162766,127.678263,35.08483,0,0.0,이웃없음,-0.298
라라162770,127.678271,35.088437,0,0.0889,LL,-0.516
라라162828,127.678385,35.140737,0,0.0889,LL,-0.516
라라162829,127.678387,35.141639,0,0.0889,LL,-0.516
라라163587,127.679008,34.923417,0,0.0889,LL,-0.422
라라163604,127.679041,34.938747,0,0.0889,LL,-0.422
라라163624,127.679081,34.956782,8,0.0,이웃없음,-0.229
라라163643,127.679118,34.973915,0,0.0691,LL,-0.497
라라163648,127.679128,34.978424,0,0.0889,LL,-0.516
라라163650,127.679132,34.980227,0,0.0889,LL,-0.422
라라163667,127.679165,34.995557,0,0.0889,LL,-0.516
라라163670,127.679171,34.998262,13,0.0353,LL,-0.423
라라163671,127.679173,34.999164,0,0.0485,LL,-0.393
라라163713,127.679256,35.037037,0,0.0889,LL,-0.422
라라163714,127.679258,35.037939,0,0.0889,LL,-0.422
라라163733,127.679295,35.055072,0,0.0889,LL,-0.516
라라163735,127.679299,35.056875,0,0.0889,LL,-0.422
라라163757,127.679342,35.076713,0,0.0738,LL,-0.675
라라163758,127.679344,35.077615,35,-0.0012,HL,-0.551
라라163759,127.679346,35.078517,16,0.0338,LL,-0.498
라라163760,127.679348,35.079418,8,0.0455,LL,-0.362
라라163769,127.679366,35.087534,0,0.0889,LL,-0.516
라라163770,127.679368,35.088436,0,0.0889,LL,-0.516
라라163784,127.679396,35.10106,0,0.0,이웃없음,-0.298
라라163828,127.679483,35.140736,0,0.0889,LL,-0.596
라라164606,127.68014,34.940549,0,0.0889,LL,-0.422
라라164607,127.680142,34.941451,0,0.0889,LL,-0.422
라라164643,127.680213,34.973914,16,0.0476,LL,-0.324
라라164661,127.680249,34.990145,0,0.0605,LL,-0.407
라라164662,127.680251,34.991047,15,0.0439,LL,-0.475
라라164667,127.680261,34.995555,0,0.0889,LL,-0.516
라라164668,127.680263,34.996457,0,0.0721,LL,-0.566
라라164669,127.680265,34.997359,16,0.0242,LL,-0.374
라라164670,127.680267,34.998261,25,0.0137,LL,-0.374
라라164733,127.680392,35.05507,0,0.0792,LL,-0.609
라라164734,127.680394,35.055972,0,0.0792,LL,-0.609
라라164751,127.680427,35.071301,0,0.0,이웃없음,-0.298
라라164756,127.680437,35.07581,0,0.085,LL,-0.644
라라164757,127.680439,35.076712,0,0.0677,LL,-0.586
라라164758,127.680441,35.077613,0,0.056,LL,-0.47
라라164760,127.680445,35.079417,7,0.0462,LL,-0.362
라라164765,127.680455,35.083925,0,0.0889,LL,-0.516
라라164797,127.680519,35.112781,0,0.0,이웃없음,-0.298
라라164808,127.680541,35.122699,7,0.0585,LL,-0.342
라라164809,127.680543,35.123601,6,0.066,LL,-0.452
라라164826,127.680576,35.13893,0,0.0889,LL,-0.516
라라164827,127.680578,35.139832,0,0.0889,LL,-0.516
라라165612,127.681247,34.945958,0,0.0,이웃없음,-0.298
라라165662,127.681347,34.991045,7,0.0554,LL,-0.524
라라165663,127.681349,34.991947,6,0.0514,LL,-0.436
라라165665,127.681353,34.99375,0,0.0,이웃없음,-0.298
라라165669,127.681361,34.997357,10,0.0369,LL,-0.475
라라165670,127.681363,34.998259,37,-0.0042,HL,-0.392
라라165699,127.68142,35.024409,0,0.0,이웃없음,-0.298
라라165732,127.681486,35.054167,0,0.0502,LL,-0.402
라라165733,127.681488,35.055068,15,0.0393,LL,-0.493
라라165748,127.681518,35.068594,0,0.0773,LL,-0.471
라라165755,127.681532,35.074906,0,0.085,LL,-0.644
라라165756,127.681534,35.075808,6,0.0734,LL,-0.644
라라165762,127.681546,35.081219,0,0.0,이웃없음,-0.298
라라165765,127.681552,35.083924,0,0.0889,LL,-0.516
라라165766,127.681554,35.084825,0,0.0889,LL,-0.596
라라165767,127.681556,35.085727,0,0.0889,LL,-0.422
라라165810,127.681642,35.124501,0,0.0811,LL,-0.486
라라165815,127.681652,35.12901,0,0.0889,LL,-0.516
라라165816,127.681654,35.129912,0,0.0889,LL,-0.596
라라165824,127.68167,35.137125,0,0.0889,LL,-0.516
라라165825,127.681672,35.138027,0,0.0889,LL,-0.596
라라166593,127.682305,34.928823,0,0.0708,LL,-0.379
라라166596,127.682311,34.931528,0,0.0,이웃없음,-0.298
라라166603,127.682325,34.937841,8,0.0373,LL,-0.359
라라166604,127.682327,34.938742,25,0.0161,LL,-0.434
라라166605,127.682329,34.939644,19,0.0228,LL,-0.365
라라166614,127.682347,34.94776,0,0.0,이웃없음,-0.298
라라166662,127.682442,34.991043,9,0.0523,LL,-0.467
라라166669,127.682456,34.997356,8,0.0417,LL,-0.466
라라166670,127.682458,34.998257,0,0.0476,LL,-0.419
라라166695,127.682509,35.020801,0,0.0682,LL,-0.437
라라166697,127.682513,35.022604,0,0.0631,LL,-0.36
라라166708,127.682535,35.032523,0,0.0,이웃없음,-0.298
라라166733,127.682585,35.055067,30,0.008,LL,-0.385
라라166746,127.682611,35.066789,0,0.0773,LL,-0.471
라라166747,127.682613,35.067691,9,0.0657,LL,-0.632
라라166748,127.682615,35.068593,0,0.0811,LL,-0.557
라라166753,127.682625,35.073101,0,0.0889,LL,-0.422
라라166754,127.682627,35.074003,0,0.0889,LL,-0.596
라라166755,127.682629,35.074905,0,0.0837,LL,-0.57
라라166797,127.682713,35.112777,0,0.0753,LL,-0.586
라라166798,127.682715,35.113679,6,0.067,LL,-0.656
라라166799,127.682717,35.114581,0,0.0753,LL,-0.586
라라166810,127.68274,35.1245,0,0.0889,LL,-0.516
라라166816,127.682752,35.12991,0,0.0889,LL,-0.596
라라166817,127.682754,35.130812,0,0.0889,LL,-0.516
라라166824,127.682768,35.137124,0,0.0889,LL,-0.516
라라167594,127.683402,34.929723,7,0.0503,LL,-0.485
라라167600,127.683414,34.935134,0,0.0889,LL,-0.422
라라167603,127.68342,34.937839,9,0.0365,LL,-0.359
라라167604,127.683422,34.938741,13,0.0326,LL,-0.434
라라167605,127.683424,34.939642,10,0.032,LL,-0.365
라라167606,127.683426,34.940544,11,0.0351,LL,-0.317
라라167663,127.68354,34.991944,8,0.0537,LL,-0.467
라라167668,127.68355,34.996452,11,0.0456,LL,-0.377
라라167669,127.683552,34.997354,9,0.0536,LL,-0.475
라라167695,127.683605,35.020799,6,0.0663,LL,-0.527
라라167696,127.683607,35.021701,10,0.0604,LL,-0.605
라라167731,127.683677,35.053262,0,0.0562,LL,-0.432
라라167732,127.683679,35.054163,8,0.0326,LL,-0.358
라라167733,127.683681,35.055065,20,0.0157,LL,-0.251
라라167743,127.683702,35.064082,0,0.0889,LL,-0.516
라라167747,127.68371,35.067689,0,0.0811,LL,-0.557
라라167750,127.683716,35.070394,0,0.0,이웃없음,-0.298
라라167796,127.683809,35.111874,0,0.0837,LL,-0.636
라라167797,127.683811,35.112776,0,0.0782,LL,-0.755
라라167798,127.683813,35.113677,15,0.0477,LL,-0.811
라라167799,127.683815,35.114579,0,0.0782,LL,-0.755
라라167800,127.683817,35.115481,0,0.0837,LL,-0.636
라라167811,127.683839,35.1254,0,0.082,LL,-0.562
라라168593,127.684494,34.92882,0,0.0446,LL,-0.427
라라168594,127.684496,34.929721,26,0.0128,LL,-0.423
라라168595,127.684498,34.930623,14,0.0283,LL,-0.365
라라168597,127.684503,34.932427,7,0.0349,LL,-0.307
라라168598,127.684505,34.933328,0,0.0348,LL,-0.307
라라168601,127.684511,34.936034,0,0.0889,LL,-0.422
라라168610,127.684529,34.944149,0,-0.998,LH,2.157
라라168659,127.684628,34.988335,6,0.0351,LL,-0.337
라라168660,127.68463,34.989237,12,0.0311,LL,-0.337
라라168663,127.684636,34.991942,13,0.0489,LL,-0.412
라라168664,127.684638,34.992844,0,0.0618,LL,-0.412
라라168685,127.684681,35.01178,0,0.0,이웃없음,-0.298
라라168695,127.684701,35.020798,0,0.0682,LL,-0.437
라라168729,127.68477,35.051456,0,0.0657,LL,-0.427
라라168730,127.684772,35.052358,8,0.0539,LL,-0.524
라라168732,127.684776,35.054162,22,0.0249,LL,-0.564
라라168743,127.684798,35.064081,0,0.0889,LL,-0.596
라라168744,127.6848,35.064982,0,0.0889,LL,-0.516
라라168777,127.684867,35.094739,0,0.0,이웃없음,-0.298
라라168796,127.684906,35.111872,8,0.0682,LL,-0.636
라라168797,127.684908,35.112774,0,0.0771,LL,-0.746
라라168798,127.68491,35.113676,0,0.0771,LL,-0.746
라라168799,127.684912,35.114577,8,0.0615,LL,-0.746
라라168800,127.684914,35.115479,0,0.0837,LL,-0.636
라라168811,127.684937,35.125398,0,0.0785,LL,-0.476
라라168812,127.684939,35.1263,8,0.0682,LL,-0.476
라라168822,127.684959,35.135317,0,0.0,이웃없음,-0.298
라라169591,127.685585,34.927015,0,0.0798,LL,-0.481
라라169592,127.685587,34.927916,0,0.0625,LL,-0.508
라라169593,127.685589,34.928818,34,0.001,LL,-0.508
라라169594,127.685591,34.92972,19,0.0233,LL,-0.446
라라169595,127.685593,34.930622,12,0.0332,LL,-0.392
라라169597,127.685597,34.932425,35,-0.0012,HL,-0.415
라라169605,127.685614,34.939639,172,1.5425,HH,2.855
라라169606,127.685616,34.940541,83,0.6109,HH,3.148
라라169607,127.685618,34.941443,265,1.5678,HH,2.421
라라169608,127.68562,34.942344,230,1.394,HH,2.233
라라169611,127.685626,34.94505,422,2.5778,HH,2.94
라라169612,127.685628,34.945951,410,4.2305,HH,3.988
라라169613,127.68563,34.946853,269,2.0441,HH,2.712
라라169620,127.685644,34.953165,0,0.0682,LL,-0.437
라라169621,127.685646,34.954067,6,-0.4628,LH,2.697
라라169640,127.685685,34.9712,0,0.0889,LL,-0.516
라라169659,127.685724,34.988333,20,0.0265,LL,-0.435
라라169660,127.685726,34.989235,22,0.0233,LL,-0.435
라라169719,127.685846,35.042437,0,0.0,이웃없음,-0.298
라라169730,127.685868,35.052357,10,0.0466,LL,-0.536
라라169731,127.68587,35.053258,19,0.0303,LL,-0.608
라라169732,127.685873,35.05416,0,0.0585,LL,-0.522
라라169733,127.685875,35.055062,0,0.0747,LL,-0.582
라라169736,127.685881,35.057767,0,0.0691,LL,-0.497
라라169737,127.685883,35.058669,0,0.0663,LL,-0.532
라라169742,127.685893,35.063177,0,0.0889,LL,-0.516
라라169797,127.686006,35.112772,0,0.0747,LL,-0.681
라라169798,127.686008,35.113674,9,0.0609,LL,-0.711
라라169800,127.686012,35.115477,0,0.0785,LL,-0.605
라라170592,127.686682,34.927915,7,0.0592,LL,-0.655
라라170594,127.686686,34.929718,0,0.0554,LL,-0.501
라라170598,127.686695,34.933325,0,-0.0013,LH,-0.208
라라170603,127.686705,34.937834,352,7.139,HH,5.277
라라170604,127.686707,34.938736,177,3.6093,HH,5.797
라라170605,127.686709,34.939637,343,2.1444,HH,2.732
라라170606,127.686711,34.940539,136,0.9911,HH,3.109
라라170607,127.686713,34.941441,100,0.5288,HH,2.683
라라170608,127.686715,34.942343,79,0.3553,HH,2.425
라라170609,127.686717,34.943244,76,0.1895,HH,1.335
라라170610,127.686719,34.944146,38,0.0204,HH,1.541
라라170611,127.686721,34.945048,82,0.4263,HH,2.718
라라170612,127.686723,34.94595,88,0.5557,HH,3.363
라라170613,127.686725,34.946851,66,0.2434,HH,2.311
라라170614,127.686727,34.947753,41,0.0214,HH,0.887
라라170615,127.686729,34.948655,20,0.0041,LL,-0.114
라라170617,127.686733,34.950458,276,3.9277,HH,3.868
라라170621,127.686742,34.954065,10,-0.3828,LH,3.607
라라170622,127.686744,34.954967,746,7.3838,HH,5.051
라라170623,127.686746,34.955869,269,8.1616,HH,7.058
라라170639,127.686778,34.970297,0,0.0889,LL,-0.667
라라170641,127.686782,34.9721,0,0.0889,LL,-0.596
라라170660,127.686821,34.989233,0,0.0528,LL,-0.415
라라170665,127.686832,34.993742,0,0.0889,LL,-0.422
라라170666,127.686834,34.994644,0,0.0889,LL,-0.422
라라170684,127.686871,35.010875,0,0.0,이웃없음,-0.298
라라170687,127.686877,35.01358,0,0.0,이웃없음,-0.298
라라170730,127.686965,35.052355,0,0.0627,LL,-0.59
라라170731,127.686967,35.053257,18,0.036,LL,-0.676
라라170732,127.686969,35.054158,0,0.0698,LL,-0.6
라라170734,127.686973,35.055962,0,0.0889,LL,-0.422
라라170736,127.686977,35.057765,0,0.074,LL,-0.578
라라170737,127.686979,35.058667,23,0.0276,LL,-0.607
라라170738,127.686981,35.059569,12,0.0441,LL,-0.493
라라170740,127.686986,35.061372,0,0.0803,LL,-0.553
라라170741,127.686988,35.062274,0,0.0889,LL,-0.596
라라170784,127.687076,35.101048,8,0.0593,LL,-0.432
라라170796,127.687101,35.111869,9,0.0657,LL,-0.367
라라170798,127.687105,35.113672,7,0.0643,LL,-0.649
라라170799,127.687107,35.114574,0,0.0755,LL,-0.688
라라170800,127.687109,35.115476,8,0.0636,LL,-0.532
라라170807,127.687123,35.121788,0,0.0889,LL,-0.422
라라170817,127.687144,35.130805,0,0.0889,LL,-0.422
라라171583,127.687759,34.919797,0,0.0,이웃없음,-0.298
라라171590,127.687773,34.926109,0,0.0889,LL,-0.422
라라171591,127.687775,34.927011,0,0.0828,LL,-0.566
라라171592,127.687777,34.927913,0,0.0828,LL,-0.566
라라171593,127.687779,34.928815,0,0.0822,LL,-0.685
라라171594,127.687781,34.929716,0,0.0837,LL,-0.57
라라171602,127.687798,34.93693,202,3.6537,HH,4.512
라라171603,127.6878,34.937832,628,4.9496,HH,4.066
라라171606,127.687806,34.940537,70,0.2168,HH,1.859
라라171607,127.687808,34.941439,124,0.35,HH,1.466
라라171608,127.68781,34.942341,154,0.3435,HH,1.233
라라171609,127.687812,34.943243,41,0.0128,HH,0.627
라라171610,127.687814,34.944144,32,-0.0018,LH,0.215
라라171611,127.687816,34.945046,22,-0.0164,LH,0.371
라라171612,127.687818,34.945948,71,0.0664,HH,0.667
라라171613,127.68782,34.94685,47,0.0229,HH,0.601
라라171614,127.687822,34.947751,40,0.0044,HH,0.264
라라171615,127.687824,34.948653,30,0.0014,LL,-0.101
라라171616,127.687826,34.949555,12,-0.1143,LH,1.388
라라171617,127.687829,34.950457,325,4.4679,HH,4.989
라라171618,127.687831,34.951358,420,9.6226,HH,7.816
라라171619,127.687833,34.95226,416,17.9441,HH,11.217
라라171621,127.687837,34.954064,0,-1.2092,LH,9.094
라라171622,127.687839,34.954965,467,8.0968,HH,7.03
라라171623,127.687841,34.955867,289,7.6403,HH,7.995
라라171638,127.687872,34.969393,0,0.0794,LL,-0.549
라라171639,127.687874,34.970295,0,0.0832,LL,-0.692
라라171640,127.687876,34.971197,0,0.0848,LL,-0.81
라라171641,127.687878,34.972099,0,0.0889,LL,-0.667
라라171660,127.687917,34.989232,0,0.0889,LL,-0.422
라라171676,127.68795,35.003659,0,0.0665,LL,-0.484
라라171677,127.687952,35.004561,26,0.0219,LL,-0.484
라라171678,127.687954,35.005463,0,0.0554,LL,-0.387
라라171689,127.687977,35.015382,8,0.0682,LL,-0.373
라라171721,127.688043,35.044238,0,0.0361,LL,-0.312
라라171722,127.688045,35.045139,9,0.0352,LL,-0.312
라라171727,127.688055,35.049648,0,0.0889,LL,-0.422
라라171728,127.688057,35.05055,0,0.0811,LL,-0.486
라라171729,127.688059,35.051451,6,0.0633,LL,-0.57
라라171730,127.688062,35.052353,8,0.0534,LL,-0.616
라라171731,127.688064,35.053255,0,0.0716,LL,-0.7
라라171737,127.688076,35.058665,0,0.0588,LL,-0.445
라라171739,127.68808,35.060469,10,0.0507,LL,-0.575
라라171740,127.688082,35.06137,0,0.0721,LL,-0.662
라라171784,127.688173,35.101046,9,0.0581,LL,-0.57
라라171785,127.688175,35.101948,0,0.076,LL,-0.642
라라171787,127.68818,35.103752,0,0.0747,LL,-0.462
라라171798,127.688202,35.113671,0,0.0768,LL,-0.536
라라171799,127.688204,35.114572,7,0.0631,LL,-0.582
라라171807,127.688221,35.121786,0,0.0734,LL,-0.519
라라171810,127.688227,35.124491,0,0.0682,LL,-0.373
라라171811,127.688229,35.125393,8,0.0682,LL,-0.373
라라171813,127.688233,35.127196,0,0.0889,LL,-0.422
라라171816,127.68824,35.129902,0,0.0889,LL,-0.516
라라172594,127.688876,34.929715,6,0.0734,LL,-0.486
라라172600,127.688889,34.935125,339,14.2542,HH,7.777
라라172603,127.688895,34.93783,0,-0.3593,LH,2.34
라라172604,127.688897,34.938732,0,-0.237,LH,1.691
라라172605,127.688899,34.939634,9,-0.0136,LH,0.057
라라172606,127.688901,34.940536,23,-0.0309,LH,0.668
라라172607,127.688903,34.941437,79,0.1906,HH,1.364
라라172608,127.688905,34.942339,54,0.1933,HH,2.902
라라172609,127.688907,34.943241,31,-0.0535,LH,4.715
라라172610,127.688909,34.944143,23,-0.1702,LH,4.539
라라172611,127.688911,34.945044,40,0.0952,HH,5.358
라라172612,127.688913,34.945946,43,0.0989,HH,3.36
라라172613,127.688915,34.946848,83,0.4467,HH,2.788
라라172614,127.688918,34.94775,40,0.007,HH,0.382
라라172615,127.68892,34.948651,35,-0.0,HL,-0.007
라라172616,127.688922,34.949553,25,-0.0195,LH,0.607
라라172617,127.688924,34.950455,7,-0.4822,LH,5.338
라라172618,127.688926,34.951357,703,14.7859,HH,8.76
라라172619,127.688928,34.952258,486,18.0896,HH,12.866
라라172620,127.68893,34.95316,1049,22.2845,HH,9.399
라라172621,127.688932,34.954062,267,6.4041,HH,8.607
라라172622,127.688934,34.954964,485,6.7389,HH,5.665
라라172623,127.688936,34.955865,216,3.8823,HH,5.697
라라172639,127.688969,34.970293,11,0.0605,LL,-0.624
라라172640,127.688971,34.971195,0,0.0841,LL,-0.753
라라172641,127.688973,34.972097,0,0.0889,LL,-0.667
라라172675,127.689044,35.002756,0,0.0889,LL,-0.516
라라172677,127.689048,35.004559,0,0.0625,LL,-0.508
라라172689,127.689073,35.01538,0,0.0682,LL,-0.373
라라172722,127.689141,35.045138,32,0.0059,LL,-0.419
라라172724,127.689146,35.046941,0,0.0,이웃없음,-0.298
라라172730,127.689158,35.052351,11,0.0545,LL,-0.737
라라172731,127.68916,35.053253,10,0.0573,LL,-0.694
라라172732,127.689162,35.054155,0,0.0803,LL,-0.553
라라172739,127.689177,35.060467,0,0.0682,LL,-0.543
라라172740,127.689179,35.061369,22,0.029,LL,-0.593
라라172741,127.689181,35.06227,7,0.0558,LL,-0.471
라라172784,127.689271,35.101045,8,0.0607,LL,-0.635
라라172785,127.689273,35.101946,0,0.0789,LL,-0.761
라라172786,127.689275,35.102848,0,0.0811,LL,-0.78
라라172787,127.689277,35.10375,11,0.0553,LL,-0.639
라라172805,127.689314,35.119981,9,0.0536,LL,-0.475
라라172806,127.689316,35.120883,11,0.0482,LL,-0.616
라라172807,127.689318,35.121784,7,0.0515,LL,-0.54
라라172813,127.689331,35.127195,0,0.0889,LL,-0.422
라라172816,127.689337,35.1299,0,0.0889,LL,-0.422
라라173596,127.689975,34.931517,391,39.0858,HH,20.58
라라173597,127.689977,34.932418,2613,122.2241,HH,20.306
라라173598,127.689979,34.93332,495,35.6081,HH,19.903
라라173599,127.689982,34.934222,591,22.346,HH,12.365
라라173600,127.689984,34.935124,732,27.2743,HH,10.796
라라173603,127.68999,34.937829,24,0.0198,LL,-0.483
라라173604,127.689992,34.938731,16,0.0214,LL,-0.411
라라173605,127.689994,34.939632,82,-0.0665,HL,-0.295
라라173606,127.689996,34.940534,59,-0.0021,HL,0.057
라라173608,127.69,34.942338,159,1.4152,HH,2.836
라라173609,127.690002,34.943239,583,7.8913,HH,5.337
라라173610,127.690004,34.944141,869,9.3269,HH,5.587
라라173611,127.690006,34.945043,244,5.0913,HH,6.484
라라173612,127.690009,34.945944,825,2.8035,HH,3.628
라라173614,127.690013,34.947748,39,0.0033,HH,0.208
라라173615,127.690015,34.94865,87,-0.0143,HL,0.083
라라173616,127.690017,34.949551,0,0.0019,LL,-0.117
라라173617,127.690019,34.950453,0,-0.6378,LH,5.612
라라173618,127.690021,34.951355,670,14.311,HH,8.789
라라173619,127.690023,34.952257,322,12.9294,HH,13.771
라라173620,127.690025,34.953158,418,13.6882,HH,11.404
라라173621,127.690027,34.95406,392,11.4638,HH,10.285
라라173622,127.690029,34.954962,13,-0.6497,LH,8.598
라라173624,127.690034,34.956765,351,6.256,HH,5.318
라라173625,127.690036,34.957667,6,-0.5936,LH,2.642
라라173641,127.690069,34.972095,0,0.0889,LL,-0.516
라라173664,127.690117,34.992835,0,0.0889,LL,-0.422
라라173675,127.69014,35.002754,0,0.0773,LL,-0.471
라라173678,127.690146,35.00546,15,0.0502,LL,-0.442
라라173680,127.69015,35.007263,7,0.0,이웃없음,-0.238
라라173692,127.690175,35.018084,6,0.0734,LL,-0.385
라라173722,127.690238,35.045136,0,0.0064,LL,-0.226
라라173729,127.690253,35.051448,0,0.0818,LL,-0.624
라라173730,127.690255,35.05235,0,0.0798,LL,-0.721
라라173731,127.690257,35.053251,0,0.078,LL,-0.656
라라173740,127.690276,35.061367,0,0.064,LL,-0.471
라라173784,127.690368,35.101043,0,0.0703,LL,-0.604
라라173785,127.69037,35.101945,10,0.0542,LL,-0.754
라라173786,127.690372,35.102846,0,0.0697,LL,-0.685
라라173787,127.690374,35.103748,0,0.0721,LL,-0.662
라라173788,127.690376,35.10465,15,0.0449,LL,-0.484
라라173791,127.690382,35.107355,0,0.0,이웃없음,-0.298
라라173795,127.690391,35.110962,0,0.0,이웃없음,-0.298
라라173805,127.690412,35.119979,0,0.0695,LL,-0.642
라라173806,127.690414,35.120881,8,0.0507,LL,-0.63
라라173807,127.690416,35.121783,18,0.033,LL,-0.58
라라173808,127.690418,35.122684,10,0.0462,LL,-0.485
라라174596,127.69107,34.931515,781,62.7501,HH,22.505
라라174597,127.691072,34.932417,1115,72.4469,HH,22.524
라라174598,127.691074,34.933318,565,32.1014,HH,18.968
라라174599,127.691076,34.93422,467,16.2098,HH,11.257
라라174600,127.691079,34.935122,836,24.7138,HH,9.485
라라174603,127.691085,34.937827,18,0.0187,LL,-0.351
라라174604,127.691087,34.938729,12,0.0073,LL,-0.162
라라174605,127.691089,34.939631,7,-0.0116,LH,0.037
라라174606,127.691091,34.940532,0,-0.1584,LH,0.964
라라174613,127.691106,34.946845,0,-1.0238,LH,3.795
라라174615,127.69111,34.948648,21,-0.0019,LH,-0.014
라라174616,127.691112,34.94955,56,-0.0201,HL,-0.202
라라174617,127.691114,34.950452,39,0.06,HH,3.831
라라174618,127.691116,34.951353,757,10.8423,HH,6.303
라라174619,127.691118,34.952255,375,12.8952,HH,9.161
라라174621,127.691123,34.954058,697,10.3211,HH,6.257
라라174622,127.691125,34.95496,319,8.4766,HH,9.411
라라174623,127.691127,34.955862,699,13.9987,HH,7.705
라라174624,127.691129,34.956764,276,8.2715,HH,8.028
라라174663,127.691211,34.991932,0,0.0889,LL,-0.516
라라174673,127.691231,35.000949,0,0.0717,LL,-0.51
라라174674,127.691234,35.001851,9,0.0615,LL,-0.66
라라174678,127.691242,35.005458,0,0.0502,LL,-0.33
라라174692,127.691271,35.018082,0,0.0743,LL,-0.523
라라174694,127.691276,35.019886,0,0.0648,LL,-0.475
라라174697,127.691282,35.022591,0,0.0889,LL,-0.516
라라174729,127.691349,35.051446,0,0.0889,LL,-0.667
라라174730,127.691351,35.052348,0,0.0889,LL,-0.731
라라174784,127.691465,35.101041,0,0.067,LL,-0.535
라라174785,127.691467,35.101943,18,0.0365,LL,-0.636
라라174786,127.691469,35.102845,13,0.0445,LL,-0.565
라라174788,127.691473,35.104648,0,0.076,LL,-0.532
라라174802,127.691503,35.117272,0,0.0,이웃없음,-0.298
라라174804,127.691507,35.119076,0,0.0798,LL,-0.481
라라174805,127.691509,35.119977,7,0.0634,LL,-0.642
라라174806,127.691511,35.120879,10,0.053,LL,-0.649
라라174808,127.691516,35.122683,0,0.0631,LL,-0.512
라라174809,127.691518,35.123584,12,0.0495,LL,-0.407
라라174812,127.691524,35.12629,0,0.0,이웃없음,-0.298
라라175596,127.692165,34.931513,1049,44.9403,HH,14.95
라라175597,127.692167,34.932415,634,28.2053,HH,14.316
라라175599,127.692171,34.934218,0,-1.5149,LH,7.477
라라175602,127.692178,34.936924,0,-0.7745,LH,5.185
라라175603,127.69218,34.937825,21,-0.1571,LH,3.296
라라175604,127.692182,34.938727,43,0.0303,HH,1.049
라라175606,127.692186,34.940531,69,0.1125,HH,0.969
라라175607,127.692188,34.941432,263,1.4729,HH,2.44
라라175608,127.69219,34.942334,104,1.1978,HH,3.293
라라175616,127.692207,34.949548,0,0.0097,LL,-0.191
라라175617,127.692209,34.95045,7,-0.3665,LH,2.654
라라175621,127.692218,34.954057,293,5.5052,HH,5.411
라라175622,127.69222,34.954959,24,-0.3863,LH,9.63
라라175623,127.692222,34.95586,917,18.2442,HH,8.002
라라175662,127.692304,34.991028,0,0.0708,LL,-0.447
라라175673,127.692327,35.000947,0,0.0749,LL,-0.635
라라175674,127.692329,35.001849,11,0.0558,LL,-0.701
라라175675,127.692332,35.002751,0,0.0717,LL,-0.51
라라175692,127.692367,35.01808,0,0.0747,LL,-0.462
라라175693,127.69237,35.018982,11,0.0605,LL,-0.692
라라175694,127.692372,35.019884,0,0.0708,LL,-0.607
라라175695,127.692374,35.020786,17,0.0432,LL,-0.646
라라175696,127.692376,35.021687,0,0.0734,LL,-0.574
라라175697,127.692378,35.022589,0,0.0889,LL,-0.516
라라175715,127.692416,35.03882,0,0.0,이웃없음,-0.298
라라175729,127.692446,35.051445,0,0.0777,LL,-0.54
