gid,lon,lat,인구,LISA_I,LISA유형,Gi_z
라라102601,127.61224,34.936122,0,0.0,이웃없음,-0.298
라라102627,127.612272,34.959567,0,0.0708,LL,-0.379
라라102637,127.612284,34.968585,419,13.2711,HH,9.516
라라102638,127.612285,34.969487,839,13.4157,HH,7.24
라라102639,127.612286,34.970388,112,1.346,HH,5.589
라라102640,127.612287,34.97129,32,-0.0386,LH,4.424
라라102641,127.612289,34.972192,267,5.369,HH,6.279
라라102657,127.612308,34.98662,9,0.0555,LL,-0.488
라라102670,127.612324,34.998343,0,0.0,이웃없음,-0.298
라라102677,127.612333,35.004655,0,0.0,이웃없음,-0.298
라라102691,127.61235,35.017279,26,0.0188,LL,-0.554
라라102692,127.612352,35.018181,11,0.0491,LL,-0.626
라라102721,127.612387,35.044331,6,0.05,LL,-0.318
라라103586,127.613316,34.922595,0,0.0889,LL,-0.422
라라103593,127.613325,34.928907,0,0.0889,LL,-0.516
라라103638,127.613381,34.969486,514,15.2505,HH,8.441
라라103639,127.613382,34.970387,472,10.1486,HH,7.027
라라103640,127.613383,34.971289,229,2.7046,HH,3.632
라라103657,127.613404,34.986619,0,0.0657,LL,-0.367
라라103691,127.613446,35.017278,13,0.0435,LL,-0.554
라라103692,127.613448,35.01818,0,0.0675,LL,-0.666
라라103693,127.613449,35.019082,0,0.0791,LL,-0.664
라라103703,127.613461,35.028099,0,0.0,이웃없음,-0.298
라라103724,127.613488,35.047035,0,0.0,이웃없음,-0.298
라라103750,127.61352,35.07048,0,0.0889,LL,-0.596
라라103751,127.613521,35.071382,0,0.0889,LL,-0.596
라라103854,127.61365,35.16426,0,0.0889,LL,-0.516
라라103855,127.613651,35.165162,0,0.0889,LL,-0.596
라라103857,127.613654,35.166965,0,0.0889,LL,-0.516
라라104629,127.614465,34.961369,0,0.0708,LL,-0.379
라라104678,127.614526,35.005554,0,0.0889,LL,-0.516
라라104691,127.614543,35.017277,0,0.0777,LL,-0.54
라라104692,127.614544,35.018179,0,0.0798,LL,-0.721
라라104693,127.614545,35.019081,8,0.0636,LL,-0.717
라라104694,127.614546,35.019982,0,0.0743,LL,-0.678
라라104695,127.614548,35.020884,0,0.0721,LL,-0.566
라라104749,127.614616,35.069578,0,0.0889,LL,-0.422
라라104751,127.614618,35.071381,0,0.0889,LL,-0.731
라라104752,127.614619,35.072283,0,0.0889,LL,-0.667
라라104855,127.614749,35.165161,0,0.0889,LL,-0.667
라라104856,127.614751,35.166062,0,0.0889,LL,-0.789
라라104857,127.614752,35.166964,0,0.0889,LL,-0.667
라라105629,127.61556,34.961368,7,0.0708,LL,-0.566
라라105670,127.615612,34.998339,0,0.0889,LL,-0.422
라라105676,127.61562,35.00375,13,0.0431,LL,-0.441
라라105677,127.615621,35.004652,0,0.0657,LL,-0.528
라라105679,127.615623,35.006455,0,0.0889,LL,-0.516
라라105685,127.615631,35.011866,10,0.0366,LL,-0.322
라라105686,127.615632,35.012767,18,0.0339,LL,-0.428
라라105687,127.615634,35.013669,0,0.064,LL,-0.471
라라105693,127.615641,35.019079,0,0.0747,LL,-0.582
라라105694,127.615642,35.019981,14,0.0467,LL,-0.611
라라105695,127.615644,35.020883,12,0.0532,LL,-0.639
라라105696,127.615645,35.021785,0,0.0827,LL,-0.688
라라105697,127.615646,35.022686,0,0.0889,LL,-0.731
라라105698,127.615648,35.023588,0,0.0831,LL,-0.632
라라105699,127.615649,35.02449,9,0.0628,LL,-0.609
라라105700,127.61565,35.025392,0,0.076,LL,-0.532
라라105708,127.61566,35.032606,0,0.0579,LL,-0.397
라라105709,127.615661,35.033507,13,0.0425,LL,-0.493
라라105710,127.615663,35.034409,0,0.0502,LL,-0.402
라라105719,127.615674,35.042525,0,0.0562,LL,-0.432
라라105720,127.615675,35.043426,26,0.02,LL,-0.52
라라105721,127.615677,35.044328,0,0.0693,LL,-0.596
라라105722,127.615678,35.04523,0,0.0889,LL,-0.667
라라105723,127.615679,35.046132,0,0.0766,LL,-0.593
라라105724,127.615681,35.047033,19,0.0364,LL,-0.547
라라105725,127.615682,35.047935,12,0.0473,LL,-0.462
라라105751,127.615715,35.07138,0,0.0806,LL,-0.674
라라105752,127.615716,35.072282,0,0.0785,LL,-0.605
라라105754,127.615719,35.074085,0,0.0,이웃없음,-0.298
라라105856,127.615849,35.166061,0,0.0889,LL,-0.667
라라105857,127.61585,35.166963,0,0.0889,LL,-0.596
라라106628,127.616654,34.960465,0,0.0708,LL,-0.559
라라106629,127.616655,34.961367,0,0.0708,LL,-0.559
라라106671,127.616709,34.99924,0,0.0605,LL,-0.454
라라106676,127.616716,35.003749,15,0.0408,LL,-0.613
라라106677,127.616717,35.004651,8,0.0531,LL,-0.613
라라106680,127.616721,35.007356,0,0.0889,LL,-0.516
라라106686,127.616728,35.012766,11,0.0482,LL,-0.516
라라106688,127.616731,35.01457,0,0.0828,LL,-0.566
라라106696,127.616741,35.021784,0,0.0811,LL,-0.62
라라106697,127.616742,35.022685,0,0.0889,LL,-0.731
라라106698,127.616744,35.023587,0,0.0842,LL,-0.699
라라106700,127.616746,35.025391,6,0.067,LL,-0.656
라라106701,127.616748,35.026292,0,0.0785,LL,-0.545
라라106709,127.616758,35.033506,11,0.0456,LL,-0.493
라라106710,127.616759,35.034408,21,0.0267,LL,-0.402
라라106714,127.616764,35.038015,0,0.0,이웃없음,-0.298
라라106718,127.616769,35.041622,0,0.0843,LL,-0.64
라라106720,127.616772,35.043425,12,0.0409,LL,-0.59
라라106721,127.616773,35.044327,0,0.0583,LL,-0.59
라라106722,127.616774,35.045229,0,0.0803,LL,-0.724
라라106724,127.616777,35.047032,0,0.0774,LL,-0.749
라라106725,127.616778,35.047934,0,0.0729,LL,-0.621
라라106736,127.616792,35.057853,0,0.0,이웃없음,-0.298
라라106749,127.616809,35.069576,0,0.0794,LL,-0.549
라라106750,127.61681,35.070477,0,0.0693,LL,-0.596
라라106751,127.616812,35.071379,16,0.0416,LL,-0.596
라라106774,127.616841,35.092119,0,0.0,이웃없음,-0.298
라라107628,127.617749,34.960464,0,0.0719,LL,-0.614
라라107629,127.617751,34.961366,21,0.0323,LL,-0.614
라라107670,127.617804,34.998337,9,0.0504,LL,-0.454
라라107671,127.617805,34.999239,24,0.0247,LL,-0.454
라라107675,127.61781,35.002846,0,0.0631,LL,-0.512
라라107676,127.617811,35.003748,11,0.0477,LL,-0.609
라라107677,127.617813,35.00465,7,0.0565,LL,-0.629
라라107678,127.617814,35.005551,0,0.0792,LL,-0.609
라라107679,127.617815,35.006453,0,0.0889,LL,-0.596
라라107687,127.617826,35.013667,0,0.043,LL,-0.416
라라107688,127.617827,35.014569,7,0.0417,LL,-0.455
라라107690,127.61783,35.016372,0,0.0599,LL,-0.493
라라107691,127.617831,35.017274,0,0.0657,LL,-0.572
라라107692,127.617832,35.018176,0,0.0614,LL,-0.458
라라107699,127.617841,35.024488,0,0.0811,LL,-0.62
라라107700,127.617842,35.02539,6,0.0702,LL,-0.62
라라107717,127.617864,35.040719,0,0.0798,LL,-0.481
라라107718,127.617866,35.041621,7,0.0708,LL,-0.566
라라107719,127.617867,35.042523,0,0.0662,LL,-0.575
라라107720,127.617868,35.043424,25,0.0207,LL,-0.603
라라107721,127.61787,35.044326,20,0.0298,LL,-0.633
라라107723,127.617872,35.046129,0,0.0827,LL,-0.688
라라107724,127.617874,35.047031,0,0.0889,LL,-0.789
라라107725,127.617875,35.047933,0,0.0889,LL,-0.667
라라107746,127.617902,35.066869,0,0.0811,LL,-0.486
라라107747,127.617903,35.067771,0,0.0837,LL,-0.57
라라107748,127.617905,35.068673,0,0.0837,LL,-0.57
라라107750,127.617907,35.070476,11,0.0487,LL,-0.52
라라107751,127.617909,35.071378,11,0.0447,LL,-0.432
라라108580,127.618782,34.917179,10,0.0631,LL,-0.467
라라108581,127.618784,34.918081,0,0.076,LL,-0.467
라라108628,127.618845,34.960463,0,0.0676,LL,-0.539
라라108629,127.618846,34.961365,12,0.0462,LL,-0.454
라라108667,127.618896,34.995631,0,0.0889,LL,-0.516
라라108668,127.618897,34.996533,0,0.0889,LL,-0.516
라라108671,127.618901,34.999238,0,0.0464,LL,-0.352
라라108675,127.618906,35.002845,6,0.0633,LL,-0.57
라라108676,127.618907,35.003747,8,0.0587,LL,-0.618
라라108678,127.61891,35.00555,0,0.0828,LL,-0.566
라라108683,127.618916,35.010059,9,0.0454,LL,-0.419
라라108687,127.618922,35.013666,29,0.0083,LL,-0.334
라라108688,127.618923,35.014568,42,-0.0152,HL,-0.508
라라108689,127.618924,35.015469,0,0.0598,LL,-0.602
라라108690,127.618926,35.016371,13,0.0441,LL,-0.654
라라108691,127.618927,35.017273,32,0.0056,LL,-0.654
라라108692,127.618928,35.018175,0,0.0631,LL,-0.512
라라108695,127.618932,35.02088,0,0.0773,LL,-0.471
라라108699,127.618937,35.024487,0,0.0779,LL,-0.601
라라108707,127.618948,35.031701,0,0.0708,LL,-0.379
라라108711,127.618953,35.035308,0,0.0442,LL,-0.372
라라108712,127.618954,35.036209,30,0.0101,LL,-0.547
라라108713,127.618956,35.037111,0,0.0442,LL,-0.372
라라108720,127.618965,35.043423,0,0.0631,LL,-0.63
라라108721,127.618966,35.044325,0,0.0567,LL,-0.544
라라108722,127.618967,35.045227,12,0.0485,LL,-0.589
라라108723,127.618969,35.046128,0,0.0785,LL,-0.545
라라108725,127.618971,35.047932,0,0.0889,LL,-0.596
라라108743,127.618995,35.064163,0,0.0889,LL,-0.516
라라108747,127.619,35.06777,6,0.0734,LL,-0.57
라라108866,127.619156,35.175075,0,0.0,이웃없음,-0.298
라라109581,127.619878,34.91808,0,0.076,LL,-0.467
라라109586,127.619885,34.922588,0,0.0889,LL,-0.422
라라109627,127.619939,34.95956,0,0.0889,LL,-0.422
라라109664,127.619987,34.992925,0,0.0889,LL,-0.422
라라109665,127.619989,34.993826,0,0.0889,LL,-0.516
라라109667,127.619991,34.99563,0,0.0889,LL,-0.667
라라109675,127.620002,35.002844,0,0.0717,LL,-0.51
라라109682,127.620011,35.009156,0,0.0625,LL,-0.508
라라109683,127.620012,35.010058,8,0.044,LL,-0.446
라라109684,127.620014,35.01096,24,0.0226,LL,-0.419
라라109685,127.620015,35.011861,0,0.0579,LL,-0.397
라라109688,127.620019,35.014567,8,0.0402,LL,-0.452
라라109689,127.62002,35.015468,0,0.0579,LL,-0.554
라라109690,127.620022,35.01637,9,0.0489,LL,-0.587
라라109691,127.620023,35.017272,8,0.0504,LL,-0.587
라라109695,127.620028,35.020879,9,0.0592,LL,-0.639
라라109696,127.62003,35.02178,0,0.0755,LL,-0.639
라라109698,127.620032,35.023584,11,0.0581,LL,-0.667
라라109699,127.620034,35.024486,0,0.0755,LL,-0.639
라라109701,127.620036,35.026289,15,0.0386,LL,-0.428
라라109703,127.620039,35.028093,0,0.082,LL,-0.562
라라109704,127.62004,35.028994,0,0.0889,LL,-0.667
라라109705,127.620041,35.029896,0,0.0766,LL,-0.593
라라109706,127.620043,35.030798,7,0.0634,LL,-0.642
라라109711,127.620049,35.035307,0,0.0442,LL,-0.372
라라109712,127.620051,35.036208,22,0.0266,LL,-0.547
라라109713,127.620052,35.03711,0,0.0442,LL,-0.372
라라109719,127.62006,35.04252,7,0.0606,LL,-0.432
라라109720,127.620061,35.043422,10,0.0576,LL,-0.642
라라109721,127.620063,35.044324,8,0.061,LL,-0.691
라라109725,127.620068,35.047931,0,0.0889,LL,-0.596
라라109728,127.620072,35.050636,0,0.0,이웃없음,-0.298
라라109730,127.620074,35.052439,0,0.0,이웃없음,-0.298
라라109732,127.620077,35.054243,0,0.0,이웃없음,-0.298
라라109739,127.620086,35.060555,0,0.0,이웃없음,-0.298
라라109741,127.620089,35.062359,0,0.0889,LL,-0.422
라라109742,127.62009,35.06326,0,0.0889,LL,-0.596
라라109743,127.620092,35.064162,0,0.0889,LL,-0.516
라라109745,127.620094,35.065965,0,0.0,이웃없음,-0.298
라라110585,127.620979,34.921686,0,0.0889,LL,-0.422
라라110620,127.621025,34.953247,7,0.0708,LL,-0.379
라라110666,127.621086,34.994727,0,0.0889,LL,-0.596
라라110667,127.621087,34.995629,0,0.0889,LL,-0.516
라라110674,127.621097,35.001941,6,0.0457,LL,-0.443
라라110678,127.621102,35.005548,0,0.0,이웃없음,-0.298
라라110681,127.621106,35.008253,8,0.0504,LL,-0.544
라라110682,127.621107,35.009155,16,0.0375,LL,-0.593
라라110686,127.621112,35.012762,0,0.0811,LL,-0.557
라라110687,127.621114,35.013664,0,0.0663,LL,-0.532
라라110690,127.621118,35.016369,0,0.0779,LL,-0.601
라라110692,127.62112,35.018172,0,0.0798,LL,-0.613
라라110693,127.621122,35.019074,0,0.0858,LL,-0.709
라라110694,127.621123,35.019976,0,0.0751,LL,-0.685
라라110695,127.621124,35.020878,17,0.0397,LL,-0.703
라라110696,127.621126,35.021779,0,0.0691,LL,-0.639
라라110697,127.621127,35.022681,0,0.0693,LL,-0.596
라라110698,127.621128,35.023583,7,0.0652,LL,-0.597
라라110699,127.62113,35.024485,0,0.0755,LL,-0.639
라라110700,127.621131,35.025386,8,0.0607,LL,-0.688
라라110701,127.621132,35.026288,8,0.0485,LL,-0.567
라라110702,127.621134,35.02719,8,0.0535,LL,-0.66
라라110703,127.621135,35.028092,0,0.0661,LL,-0.616
라라110705,127.621138,35.029895,0,0.073,LL,-0.712
라라110706,127.621139,35.030797,12,0.0529,LL,-0.743
라라110707,127.62114,35.031698,6,0.059,LL,-0.539
라라110721,127.621159,35.044323,0,0.0734,LL,-0.519
라라110722,127.62116,35.045225,0,0.082,LL,-0.562
라라110724,127.621163,35.047028,0,0.0796,LL,-0.667
라라110725,127.621164,35.04793,0,0.0796,LL,-0.667
라라110751,127.621199,35.071375,0,0.0,이웃없음,-0.298
라라110871,127.621359,35.179582,0,0.0889,LL,-0.422
라라110872,127.621361,35.180483,0,0.0889,LL,-0.422
라라111620,127.62212,34.953246,0,0.0567,LL,-0.392
라라111629,127.622132,34.961361,0,0.0,이웃없음,-0.298
라라111633,127.622138,34.964968,0,0.0,이웃없음,-0.298
라라111663,127.622178,34.992021,0,0.0579,LL,-0.348
라라111672,127.62219,35.000136,0,0.0399,LL,-0.35
라라111673,127.622191,35.001038,28,0.012,LL,-0.505
라라111674,127.622192,35.00194,24,0.0184,LL,-0.452
라라111675,127.622194,35.002842,0,0.0631,LL,-0.467
라라111680,127.6222,35.00735,8,0.057,LL,-0.488
라라111681,127.622202,35.008252,0,0.0569,LL,-0.512
라라111682,127.622203,35.009154,21,0.027,LL,-0.466
라라111683,127.622204,35.010056,7,0.0328,LL,-0.297
라라111687,127.62221,35.013663,9,0.0571,LL,-0.562
라라111688,127.622211,35.014564,18,0.0356,LL,-0.568
라라111689,127.622213,35.015466,0,0.0698,LL,-0.6
라라111692,127.622217,35.018171,0,0.0827,LL,-0.688
라라111693,127.622218,35.019073,6,0.0716,LL,-0.807
라라111694,127.622219,35.019975,0,0.0795,LL,-0.811
라라111695,127.622221,35.020877,0,0.0747,LL,-0.768
라라111696,127.622222,35.021778,20,0.0336,LL,-0.709
라라111700,127.622227,35.025385,0,0.0806,LL,-0.674
라라111701,127.622229,35.026287,0,0.0693,LL,-0.682
라라111702,127.62223,35.027189,29,0.0132,LL,-0.706
라라111703,127.622231,35.02809,0,0.0615,LL,-0.544
라라111704,127.622233,35.028992,16,0.0476,LL,-0.605
라라111705,127.622234,35.029894,0,0.0703,LL,-0.604
라라111706,127.622235,35.030796,8,0.0632,LL,-0.764
라라111707,127.622237,35.031697,0,0.0755,LL,-0.639
라라111718,127.622251,35.041616,0,0.0889,LL,-0.422
라라111723,127.622258,35.046125,0,0.0828,LL,-0.566
라라111724,127.62226,35.047027,7,0.0507,LL,-0.533
라라111725,127.622261,35.047929,11,0.0386,LL,-0.508
라라111726,127.622262,35.04883,0,0.0482,LL,-0.452
라라111738,127.622278,35.059651,0,0.0889,LL,-0.422
라라111739,127.62228,35.060553,0,0.0803,LL,-0.553
라라111740,127.622281,35.061455,10,0.0631,LL,-0.553
라라111742,127.622284,35.063258,0,0.0618,LL,-0.504
라라111743,127.622285,35.06416,9,0.0466,LL,-0.477
라라112582,127.623164,34.918978,0,0.0,이웃없음,-0.298
라라112614,127.623207,34.947834,0,0.0889,LL,-0.422
라라112615,127.623209,34.948736,0,0.0889,LL,-0.422
라라112621,127.623217,34.954146,18,0.0346,LL,-0.554
라라112622,127.623218,34.955048,8,0.0544,LL,-0.528
라라112623,127.623219,34.95595,0,0.0657,LL,-0.427
라라112631,127.62323,34.963164,0,0.0,이웃없음,-0.298
라라112664,127.623275,34.992921,12,0.0523,LL,-0.501
라라112672,127.623286,35.000135,8,0.0359,LL,-0.35
라라112673,127.623287,35.001037,21,0.0227,LL,-0.445
라라112674,127.623288,35.001939,0,0.0418,LL,-0.385
라라112680,127.623296,35.007349,9,0.0581,LL,-0.432
라라112688,127.623307,35.014563,0,0.0618,LL,-0.583
라라112689,127.623309,35.015465,19,0.0341,LL,-0.679
라라112690,127.62331,35.016367,0,0.0744,LL,-0.632
라라112691,127.623311,35.017268,0,0.0889,LL,-0.596
라라112693,127.623314,35.019072,6,0.0702,LL,-0.62
라라112694,127.623315,35.019974,0,0.0827,LL,-0.688
라라112695,127.623317,35.020875,0,0.0749,LL,-0.635
라라112696,127.623318,35.021777,7,0.0626,LL,-0.635
라라112697,127.623319,35.022679,0,0.0715,LL,-0.562
라라112701,127.623325,35.026286,0,0.0739,LL,-0.628
라라112702,127.623326,35.027188,0,0.0739,LL,-0.628
라라112706,127.623332,35.030795,0,0.0837,LL,-0.636
라라112707,127.623333,35.031696,0,0.082,LL,-0.562
라라112718,127.623348,35.041615,0,0.0889,LL,-0.422
라라112725,127.623357,35.047928,38,-0.0055,HL,-0.356
라라112726,127.623359,35.048829,30,0.0069,LL,-0.417
라라112727,127.62336,35.049731,0,0.0497,LL,-0.462
라라112740,127.623378,35.061454,0,0.0824,LL,-0.628
라라112741,127.623379,35.062355,0,0.0791,LL,-0.664
라라112742,127.62338,35.063257,9,0.0501,LL,-0.6
라라112743,127.623382,35.064159,24,0.0217,LL,-0.577
라라112744,127.623383,35.06506,7,0.0457,LL,-0.45
라라112872,127.623557,35.180481,0,0.0708,LL,-0.379
라라113617,127.624307,34.950538,0,0.0,이웃없음,-0.298
라라113620,127.624311,34.953243,14,0.0325,LL,-0.408
라라113621,127.624312,34.954145,0,0.0543,LL,-0.556
라라113622,127.624313,34.955047,10,0.0448,LL,-0.56
라라113663,127.624369,34.992019,0,0.0605,LL,-0.407
라라113664,127.624371,34.99292,10,0.0521,LL,-0.407
라라113677,127.624388,35.004643,0,0.0,이웃없음,-0.298
라라113688,127.624403,35.014562,8,0.0498,LL,-0.441
라라113689,127.624405,35.015464,9,0.0554,LL,-0.604
라라113690,127.624406,35.016366,0,0.0708,LL,-0.559
라라113697,127.624416,35.022678,0,0.0843,LL,-0.64
라라113698,127.624417,35.02358,0,0.0889,LL,-0.516
라라113701,127.624421,35.026285,0,0.0889,LL,-0.516
라라113711,127.624435,35.035302,0,0.0,이웃없음,-0.298
라라113726,127.624455,35.048828,20,0.0149,LL,-0.269
라라113727,127.624457,35.04973,15,0.0325,LL,-0.462
라라113728,127.624458,35.050632,11,0.0517,LL,-0.484
라라113736,127.624469,35.057845,0,0.0,이웃없음,-0.298
라라113741,127.624476,35.062354,0,0.0811,LL,-0.557
라라113743,127.624479,35.064158,16,0.0338,LL,-0.45
라라113744,127.62448,35.065059,0,0.0485,LL,-0.393
라라113872,127.624656,35.18048,7,0.0708,LL,-0.379
라라114609,127.625391,34.943323,0,0.07,LL,-0.501
라라114610,127.625392,34.944225,0,0.0785,LL,-0.476
라라114613,127.625396,34.94693,0,0.0889,LL,-0.422
라라114620,127.625406,34.953242,10,0.0393,LL,-0.466
라라114621,127.625407,34.954144,25,0.0175,LL,-0.556
라라114622,127.625409,34.955046,9,0.0428,LL,-0.446
라라114624,127.625411,34.956849,0,0.0,이웃없음,-0.298
라라114628,127.625417,34.960456,0,0.0631,LL,-0.36
라라114632,127.625422,34.964063,0,0.0494,LL,-0.398
라라114635,127.625426,34.966769,0,0.0708,LL,-0.379
라라114639,127.625432,34.970376,0,0.0502,LL,-0.33
라라114640,127.625433,34.971277,15,0.0502,LL,-0.33
라라114655,127.625454,34.984803,11,0.0,이웃없음,-0.203
라라114658,127.625458,34.987509,0,0.0,이웃없음,-0.298
라라114696,127.62551,35.021775,0,0.0889,LL,-0.422
라라114709,127.625528,35.033497,0,0.0889,LL,-0.422
라라114728,127.625555,35.05063,0,0.0665,LL,-0.484
라라114749,127.625584,35.069567,0,0.0,이웃없음,-0.298
라라115605,127.62648,34.939715,0,0.0889,LL,-0.422
라라115608,127.626484,34.94242,14,0.0482,LL,-0.628
라라115609,127.626486,34.943322,8,0.0636,LL,-0.717
라라115612,127.62649,34.946027,0,0.0889,LL,-0.422
라라115620,127.626501,34.953241,13,0.04,LL,-0.515
라라115621,127.626502,34.954143,13,0.0371,LL,-0.483
라라115628,127.626512,34.960455,10,0.0576,LL,-0.437
라라115630,127.626515,34.962259,0,0.0811,LL,-0.486
라라115631,127.626516,34.96316,6,0.0585,LL,-0.535
라라115632,127.626518,34.964062,28,0.0146,LL,-0.489
라라115633,127.626519,34.964964,12,0.0432,LL,-0.485
라라115634,127.62652,34.965866,7,0.0626,LL,-0.514
라라115646,127.626537,34.976687,0,0.0889,LL,-0.516
라라115648,127.62654,34.97849,0,0.0,이웃없음,-0.298
라라115703,127.626616,35.028086,0,0.0,이웃없음,-0.298
라라115710,127.626626,35.034398,0,0.0889,LL,-0.422
